SeniorCitizen,tenure,MonthlyCharges,Churn
0,27,69.05,No
0,13,70.15,No
0,70,111.15,No
0,14,105.95,Yes
0,19,89.35,No
0,20,89.1,No
0,43,91.25,No
0,5,90.35,No
1,70,105.55,No
0,39,100.45,No
1,4,74.95,Yes
0,15,29.7,Yes
0,1,50.35,Yes
1,45,85.7,No
0,64,47.85,Yes
1,57,94,No
0,72,69.85,No
0,1,70.3,Yes
0,3,71.1,No
1,55,98.8,Yes
0,59,93.35,No
0,18,99.85,Yes
1,32,80.3,Yes
0,4,50.55,No
1,66,80.45,Yes
0,27,81.3,No
0,60,79.05,No
0,7,86.8,Yes
1,18,103.6,No
0,15,38.8,No
0,67,88.4,No
1,6,84.2,Yes
1,6,79.7,No
0,13,99,Yes
0,11,100.75,Yes
0,5,55.75,No
0,9,91.75,Yes
0,29,89.65,No
1,1,45.85,No
0,1,79.55,Yes
0,18,55.95,No
0,2,69,No
0,30,83.55,No
0,66,65.7,No
0,38,94.9,No
0,44,61.9,No
0,54,111.1,Yes
0,42,67.7,No
0,58,92.85,No
0,25,89.1,Yes
0,71,111.3,No
0,37,101.9,Yes
0,14,91.65,Yes
1,4,88.85,Yes
0,48,60.6,No
1,3,25.3,Yes
0,8,65.5,No
0,1,95.45,Yes
0,13,91.1,Yes
0,45,54.15,Yes
0,49,74.6,No
0,52,94.6,No
0,63,81.15,No
0,68,89.05,No
0,31,49.2,No
0,62,104.3,No
0,1,69.7,Yes
0,6,89.5,Yes
0,21,86.05,No
0,32,35.15,No
1,71,99.65,No
0,34,105.35,No
0,3,35.15,Yes
0,12,73.75,Yes
1,8,101.35,Yes
0,3,80.7,No
0,3,89.85,No
0,53,61.1,No
0,4,29.05,No
0,48,99.7,No
0,6,55.9,Yes
1,3,105.9,Yes
0,54,46,No
0,1,43.95,Yes
0,62,80.4,No
0,22,100.05,No
0,1,45.1,Yes
1,51,94,No
0,30,68.95,No
1,56,68.45,No
0,35,69,No
1,64,43.85,No
0,30,44.5,No
0,41,70.25,Yes
0,9,55.35,Yes
0,1,53.55,No
0,70,114.6,No
0,9,85.5,No
0,69,108.75,No
1,43,103,Yes
0,72,97.85,No
0,72,84.05,No
0,33,103.75,Yes
0,54,89.4,No
0,54,79.85,No
0,3,74.45,No
0,53,74.1,No
0,1,69.35,Yes
0,56,73.85,Yes
0,5,64.4,No
0,48,55.8,No
0,3,75.15,Yes
0,58,99.15,No
0,10,56.75,No
0,1,69.6,Yes
0,71,104.15,No
0,65,110.8,No
0,5,80.15,Yes
0,28,35.75,No
0,67,69.9,No
0,35,89.2,No
0,72,55.65,No
0,61,50.7,No
0,1,30.5,Yes
0,70,98.3,Yes
0,48,45.55,No
0,68,101.05,No
0,47,103.7,No
0,32,36.25,No
0,5,49.4,No
0,48,107.4,Yes
1,13,82,Yes
0,12,45.05,No
1,67,64.55,No
0,9,86.25,No
0,38,89.1,No
1,42,95.55,No
0,24,75.4,Yes
1,27,101.25,Yes
0,9,102.6,No
0,49,56.3,No
1,61,94.2,No
0,50,43.05,No
1,25,89.5,Yes
1,22,74.4,Yes
0,4,74.35,Yes
1,18,99.75,Yes
1,56,111.95,Yes
1,53,94,No
0,51,98.85,No
0,24,64.35,No
0,62,72,No
0,24,49.7,No
0,70,80.7,No
0,1,24.2,No
1,16,39,Yes
0,8,65.45,No
0,72,74.35,No
0,23,83.2,No
0,31,25,No
0,37,40.2,No
0,30,94.1,Yes
1,35,108.35,No
0,23,69.5,No
0,20,76,No
0,36,93.6,No
0,8,95.65,Yes
0,71,100.55,No
1,50,88.05,Yes
0,57,89.55,No
0,41,66.5,Yes
0,27,76.1,No
0,13,80.5,No
0,3,35.45,Yes
0,3,49.9,Yes
0,64,105.4,No
0,26,35.75,No
0,38,95.1,No
0,40,104.5,Yes
1,72,63.1,No
1,3,75.05,Yes
0,23,81,Yes
1,1,74.45,Yes
0,4,60.4,Yes
0,62,84.95,No
0,40,93.4,No
0,41,89.2,No
1,34,85.2,No
0,1,49.95,No
0,1,70.65,Yes
0,12,59.8,Yes
0,72,104.95,No
1,63,103.5,No
0,44,84.8,No
0,18,95.05,No
0,9,44.2,Yes
0,13,73.35,No
0,68,64.1,No
1,6,44.4,No
1,55,60,No
1,1,75.75,Yes
0,38,69.5,No
0,67,102.95,Yes
0,19,78.7,No
0,12,60.65,No
0,24,84.8,No
0,72,103.2,No
0,11,29.6,No
1,4,74.4,Yes
0,66,105.65,No
